Artifact,OriginalVersion,Architecture,ReleaseUse,FileSize,SizeBasedVersion,SameAsOriginal,NoAssayDev,ReleaseBasedAndSame
ts-assaydev-reportbuilder,6.7.15.1,,6.7.15.1_AssayDev,315832692,6.7.15.1,TRUE,6.7.15.1,TRUE
ts-assaydev-reportbuilder,6.7.15.1,,6.7.15.2_AssayDev,315832692,6.7.15.1,TRUE,6.7.15.2,TRUE
ts-assaydev-reportbuilder,6.7.16,,6.7.16_AssayDev,315828682,6.7.16,TRUE,6.7.16,TRUE
ts-assaydev-reportbuilder,6.7.17,,6.7.17_AssayDev,315842182,6.7.17,TRUE,6.7.17,TRUE
ts-assaydev-reportbuilder,6.7.17,,6.7.17.1_AssayDev,315842182,6.7.17,TRUE,6.7.17.1,TRUE
ts-assaydev-sampleid,6.7.15,amd64,6.7.15_AssayDev,12864824,6.7.15,TRUE,6.7.15,TRUE
ts-assaydev-sampleid,6.7.15.1,amd64,6.7.15.1_AssayDev,12865276,6.7.15.1,TRUE,6.7.15.1,TRUE
ts-assaydev-sampleid,6.7.15.1,amd64,6.7.15.2_AssayDev,12865276,6.7.15.1,TRUE,6.7.15.2,TRUE
ts-assaydev-sampleid,6.7.16,amd64,6.7.16_AssayDev,12865648,6.7.16,TRUE,6.7.16,TRUE
ts-assaydev-sampleid,6.7.17,amd64,6.7.17_AssayDev,12864984,6.7.17,TRUE,6.7.17,TRUE
ts-assaydev-sampleid,6.7.17,amd64,6.7.17.1_AssayDev,12864984,6.7.17,TRUE,6.7.17.1,TRUE
ts-assaydev-seeddata,6.7.15,amd64,6.7.15_AssayDev,229616304,6.7.15,TRUE,6.7.15,TRUE
ts-assaydev-seeddata,6.7.15.1,amd64,6.7.15.1_AssayDev,229617584,6.7.15.1,TRUE,6.7.15.1,TRUE
ts-assaydev-seeddata,6.7.15.1,amd64,6.7.15.2_AssayDev,229617584,6.7.15.1,TRUE,6.7.15.2,TRUE
ts-assaydev-seeddata,6.7.16,amd64,6.7.16_AssayDev,229609220,6.7.16,TRUE,6.7.16,TRUE
ts-assaydev-seeddata,6.7.17,amd64,6.7.17_AssayDev,230050412,6.7.17,TRUE,6.7.17,TRUE
ts-assaydev-seeddata,6.7.17,amd64,6.7.17.1_AssayDev,230050412,6.7.17,TRUE,6.7.17.1,TRUE
ts-assaydev-server68,6.7.15,amd64,6.7.15_AssayDev,56676,6.7.15,TRUE,6.7.15,TRUE
ts-assaydev-server68,6.7.15.1,amd64,6.7.15.1_AssayDev,56668,6.7.15.1,TRUE,6.7.15.1,TRUE
ts-assaydev-server68,6.7.15.1,amd64,6.7.15.2_AssayDev,56668,6.7.15.1,TRUE,6.7.15.2,TRUE
ts-assaydev-server68,6.7.16,amd64,6.7.16_AssayDev,56588,6.7.16,TRUE,6.7.16,TRUE
ts-assaydev-server68,6.7.17,amd64,6.7.17_AssayDev,56720,6.7.17,TRUE,6.7.17,TRUE
ts-assaydev-server68,6.7.17.1,amd64,6.7.17.1_AssayDev,56788,6.7.17.1,TRUE,6.7.17.1,TRUE
ts-assaydev-ui,6.7.15,amd64,6.7.15_AssayDev,285395368,6.7.15,TRUE,6.7.15,TRUE
ts-assaydev-ui,6.7.15.1,amd64,6.7.15.1_AssayDev,285316652,6.7.15.1,TRUE,6.7.15.1,TRUE
ts-assaydev-ui,6.7.15.1,amd64,6.7.15.2_AssayDev,285316652,6.7.15.1,TRUE,6.7.15.2,TRUE
ts-assaydev-ui,6.7.16,amd64,6.7.16_AssayDev,284273648,6.7.16,TRUE,6.7.16,TRUE
ts-assaydev-ui,6.7.17,amd64,6.7.17_AssayDev,284696312,6.7.17,TRUE,6.7.17,TRUE
ts-assaydev-ui,6.7.17.1,amd64,6.7.17.1_AssayDev,285642404,6.7.17.1,TRUE,6.7.17.1,TRUE
ts-assaydev-vns68,6.7.15,amd64,6.7.15_AssayDev,6576,6.7.15,TRUE,6.7.15,TRUE
ts-assaydev-vns68,6.7.15.1,amd64,6.7.15.1_AssayDev,6604,6.7.15.1,TRUE,6.7.15.1,TRUE
ts-assaydev-vns68,6.7.15.1,amd64,6.7.15.2_AssayDev,6604,6.7.15.1,TRUE,6.7.15.2,TRUE
ts-assaydev-vns68,6.7.16,amd64,6.7.16_AssayDev,6604,6.7.15.1,FALSE,6.7.16,FALSE
ts-assaydev-vns68,6.7.17,amd64,6.7.17_AssayDev,10024,6.7.17,TRUE,6.7.17,TRUE
ts-assaydev-vns68,6.7.17,amd64,6.7.17.1_AssayDev,10024,6.7.17,TRUE,6.7.17.1,TRUE
ts-config,6.7.15,amd64,6.7.15_AssayDev,2925892,6.7.15,TRUE,6.7.15,TRUE
ts-config,6.7.15.1,amd64,6.7.15.1_AssayDev,2925832,6.7.15.1,TRUE,6.7.15.1,TRUE
ts-config,6.7.15.1,amd64,6.7.15.2_AssayDev,2925832,6.7.15.1,TRUE,6.7.15.2,TRUE
ts-config,6.7.16,amd64,6.7.16_AssayDev,2926920,6.7.16,TRUE,6.7.16,TRUE
ts-config,6.7.17,amd64,6.7.17_AssayDev,2927172,6.7.17,TRUE,6.7.17,TRUE
ts-config,6.7.17,amd64,6.7.17.1_AssayDev,2927172,6.7.17,TRUE,6.7.17.1,TRUE
ts-deeplaser,6.7.12,amd64,6.7.15_AssayDev,191580852,6.7.12,TRUE,6.7.15,TRUE
ts-deeplaser,6.7.12,amd64,6.7.15.1_AssayDev,191580852,6.7.12,TRUE,6.7.15.1,TRUE
ts-deeplaser,6.7.12,amd64,6.7.15.2_AssayDev,191580852,6.7.12,TRUE,6.7.15.2,TRUE
ts-deeplaser,6.7.12,amd64,6.7.16_AssayDev,191580852,6.7.12,TRUE,6.7.16,TRUE
ts-deeplaser,6.7.17,amd64,6.7.17_AssayDev,191877876,6.7.17,TRUE,6.7.17,TRUE
ts-deeplaser,6.7.17,amd64,6.7.17.1_AssayDev,191877876,6.7.17,TRUE,6.7.17.1,TRUE
ts-fonts,6.7.15,amd64,6.7.15_AssayDev,12177928,6.7.15,TRUE,6.7.15,TRUE
ts-fonts,6.7.15.1,amd64,6.7.15.1_AssayDev,12177204,6.7.15.1,TRUE,6.7.15.1,TRUE
ts-fonts,6.7.15.1,amd64,6.7.15.2_AssayDev,12177204,6.7.15.1,TRUE,6.7.15.2,TRUE
ts-fonts,6.7.16,amd64,6.7.16_AssayDev,12178788,6.7.16,TRUE,6.7.16,TRUE
ts-fonts,6.7.17,amd64,6.7.17_AssayDev,12177536,6.7.17,TRUE,6.7.17,TRUE
ts-fonts,6.7.17,amd64,6.7.17.1_AssayDev,12177536,6.7.17,TRUE,6.7.17.1,TRUE
ts-immune-repertoire,6.8.0,amd64,6.7.15_AssayDev,17029730,6.8.0,TRUE,6.7.15,TRUE
ts-immune-repertoire,6.8.0,amd64,6.7.15.1_AssayDev,17029730,6.8.0,TRUE,6.7.15.1,TRUE
ts-immune-repertoire,6.8.0,amd64,6.7.15.2_AssayDev,17029730,6.8.0,TRUE,6.7.15.2,TRUE
ts-immune-repertoire,6.8.0,amd64,6.7.16_AssayDev,17029730,6.8.0,TRUE,6.7.16,TRUE
ts-immune-repertoire,6.8.0,amd64,6.7.17_AssayDev,17029730,6.8.0,TRUE,6.7.17,TRUE
ts-immune-repertoire,6.8.0,amd64,6.7.17.1_AssayDev,17029730,6.8.0,TRUE,6.7.17.1,TRUE
ts-java11,6.7.15,amd64,6.7.15_AssayDev,163523652,6.7.15,TRUE,6.7.15,TRUE
ts-java11,6.7.15.1,amd64,6.7.15.1_AssayDev,163528140,6.7.15.1,TRUE,6.7.15.1,TRUE
ts-java11,6.7.15.1,amd64,6.7.15.2_AssayDev,163528140,6.7.15.1,TRUE,6.7.15.2,TRUE
ts-java11,6.7.16,amd64,6.7.16_AssayDev,163528204,6.7.16,TRUE,6.7.16,TRUE
ts-java11,6.7.17,amd64,6.7.17_AssayDev,163528200,6.7.17,TRUE,6.7.17,TRUE
ts-java11,6.7.17,amd64,6.7.17.1_AssayDev,163528200,6.7.17,TRUE,6.7.17.1,TRUE
ts-postgresql,6.7.13,amd64,6.7.15_AssayDev,69393468,6.7.13,TRUE,6.7.15,TRUE
ts-postgresql,6.7.13,amd64,6.7.15.1_AssayDev,69393468,6.7.13,TRUE,6.7.15.1,TRUE
ts-postgresql,6.7.13,amd64,6.7.15.2_AssayDev,69393468,6.7.13,TRUE,6.7.15.2,TRUE
ts-postgresql,6.7.13,amd64,6.7.16_AssayDev,69393468,6.7.13,TRUE,6.7.16,TRUE
ts-postgresql,6.7.17,amd64,6.7.17_AssayDev,83314808,6.7.17,TRUE,6.7.17,TRUE
ts-postgresql,6.7.17,amd64,6.7.17.1_AssayDev,83314808,6.7.17,TRUE,6.7.17.1,TRUE
ts-python-drmaa,6.7.15,amd64,6.7.15_AssayDev,43752,6.7.15,TRUE,6.7.15,TRUE
ts-python-drmaa,6.7.15.1,amd64,6.7.15.1_AssayDev,43760,6.7.15.1,TRUE,6.7.15.1,TRUE
ts-python-drmaa,6.7.15.1,amd64,6.7.15.2_AssayDev,43760,6.7.15.1,TRUE,6.7.15.2,TRUE
ts-python-drmaa,6.7.16,amd64,6.7.16_AssayDev,43756,6.7.16,TRUE,6.7.16,TRUE
ts-python-drmaa,6.7.17,amd64,6.7.17_AssayDev,43752,6.7.17,TRUE,6.7.17,TRUE
ts-python-drmaa,6.7.17,amd64,6.7.17.1_AssayDev,43752,6.7.17,TRUE,6.7.17.1,TRUE
ts-reference-delta,6.7.15,amd64,6.7.15_AssayDev,2170498236,6.7.15,TRUE,6.7.15,TRUE
ts-reference-delta,6.7.15.1,amd64,6.7.15.1_AssayDev,2170501848,6.7.15.1,TRUE,6.7.15.1,TRUE
ts-reference-delta,6.7.15.1,amd64,6.7.15.2_AssayDev,2170501848,6.7.15.1,TRUE,6.7.15.2,TRUE
ts-reference-delta,6.7.16,amd64,6.7.16_AssayDev,2170499724,6.7.16,TRUE,6.7.16,TRUE
ts-reference-delta,6.7.17,amd64,6.7.17_AssayDev,2170503056,6.7.17,TRUE,6.7.17,TRUE
ts-reference-delta,6.7.17,amd64,6.7.17.1_AssayDev,2170503056,6.7.17,TRUE,6.7.17.1,TRUE
ts-software-update,6.7.15,amd64,6.7.15_AssayDev,42066752,6.7.15,TRUE,6.7.15,TRUE
ts-software-update,6.7.15.1,amd64,6.7.15.1_AssayDev,42068680,6.7.15.1,TRUE,6.7.15.1,TRUE
ts-software-update,6.7.15.1,amd64,6.7.15.2_AssayDev,42068680,6.7.15.1,TRUE,6.7.15.2,TRUE
ts-software-update,6.7.15.1,amd64,6.7.16_AssayDev,42068680,6.7.15.1,TRUE,6.7.16,TRUE
ts-software-update,6.7.16,amd64,6.7.17_AssayDev,42068064,6.7.16,TRUE,6.7.17,TRUE
ts-software-update,6.7.16,amd64,6.7.17.1_AssayDev,42068064,6.7.16,TRUE,6.7.17.1,TRUE
ts-tomcat8,6.7.15,amd64,6.7.15_AssayDev,8134576,6.7.15,TRUE,6.7.15,TRUE
ts-tomcat8,6.7.15.1,amd64,6.7.15.1_AssayDev,8134304,6.7.15.1,TRUE,6.7.15.1,TRUE
ts-tomcat8,6.7.15.1,amd64,6.7.15.2_AssayDev,8134304,6.7.15.1,TRUE,6.7.15.2,TRUE
ts-tomcat8,6.7.16,amd64,6.7.16_AssayDev,8134272,6.7.16,TRUE,6.7.16,TRUE
ts-tomcat8,6.7.17,amd64,6.7.17_AssayDev,8134536,6.7.17,TRUE,6.7.17,TRUE
ts-tomcat8,6.7.17,amd64,6.7.17.1_AssayDev,8134536,6.7.17,TRUE,6.7.17.1,TRUE
